ID,DistNo,MandalNo,VillageName,ass_nm,parl_nm,dist_nm,mandal_nm,ac_code,pc_code,cluster_id
351,1,15,Khara,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,1,15,Mangurla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
353,1,15,Maruguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
354,1,15,"New Rampur",NULL,NULL,NULL,NULL,NULL,NULL,NULL
355,1,15,"Pardi B",NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,1,15,Pardi-K,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,1,15,Ramai,NULL,NULL,NULL,NULL,NULL,NULL,NULL
358,1,15,"Sangvi (G)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
359,1,15,Sundargiri,NULL,NULL,NULL,NULL,NULL,NULL,NULL
360,1,15,Syedpur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
361,1,15,Toyaguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
362,1,16,Dharmasagar,NULL,NULL,NULL,NULL,NULL,NULL,NULL
363,1,16,"Fakirnaik Tanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
364,1,16,Jendaguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
365,1,16,Kannapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
366,1,16,Kondapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
367,1,16,Kuntaguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
368,1,16,"Lachimpur B",NULL,NULL,NULL,NULL,NULL,NULL,NULL
369,1,16,Mallapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370,1,16,Narayanpur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
371,1,16,Neredigonda-G,NULL,NULL,NULL,NULL,NULL,NULL,NULL
372,1,16,Pochampalle,NULL,NULL,NULL,NULL,NULL,NULL,NULL
373,1,16,Ponna,NULL,NULL,NULL,NULL,NULL,NULL,NULL
374,1,16,Raiguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
375,1,16,"Rampur B",NULL,NULL,NULL,NULL,NULL,NULL,NULL
376,1,16,Rimma,NULL,NULL,NULL,NULL,NULL,NULL,NULL
377,1,16,Sirikonda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
378,1,16,Soanpalle,NULL,NULL,NULL,NULL,NULL,NULL,NULL
379,1,16,Sunkidi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380,1,16,Waipet,NULL,NULL,NULL,NULL,NULL,NULL,NULL
381,1,17,Chintalbori,NULL,NULL,NULL,NULL,NULL,NULL,NULL
382,1,17,"Devulnayak Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
383,1,17,Ghanpur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
384,1,17,"Gurrala Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
385,1,17,"Guttapakka Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
386,1,17,Keshavguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
387,1,17,"Kota (K)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
388,1,17,"Pardi (B)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
389,1,17,"Pardi (K)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
390,1,17,Sakhera,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,1,17,Sonala,NULL,NULL,NULL,NULL,NULL,NULL,NULL
392,1,17,Wajar,NULL,NULL,NULL,NULL,NULL,NULL,NULL
393,1,18,Arli(K),NULL,NULL,NULL,NULL,NULL,NULL,NULL
394,1,18,Bharampur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
395,1,18,Cherlapally,NULL,NULL,NULL,NULL,NULL,NULL,NULL
396,1,18,Devapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
397,1,18,Dorli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398,1,18,Jhari,NULL,NULL,NULL,NULL,NULL,NULL,NULL
399,1,18,Kajjarla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400,1,18,Kappardevi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401,1,18,Khodad,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402,1,18,Kosai,NULL,NULL,NULL,NULL,NULL,NULL,NULL
403,1,18,Kothur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
404,1,18,Kuchalapoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL
405,1,18,Lachampur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
406,1,18,Laxmipur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
407,1,18,Lingi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
408,1,18,Nandigaon,NULL,NULL,NULL,NULL,NULL,NULL,NULL
409,1,18,"Palasi B",NULL,NULL,NULL,NULL,NULL,NULL,NULL
410,1,18,Palle(B),NULL,NULL,NULL,NULL,NULL,NULL,NULL
411,1,18,"Palli K",NULL,NULL,NULL,NULL,NULL,NULL,NULL
412,1,18,"Palsi B Tanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
413,1,18,"Palsi K",NULL,NULL,NULL,NULL,NULL,NULL,NULL
414,1,18,Punaguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
415,1,18,Rathnapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
416,1,18,Ruyyadi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
417,1,18,Sakinapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
418,1,18,Sunkidi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
419,1,18,Talamadugu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
420,1,18,Umdam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
421,1,18,Umri,NULL,NULL,NULL,NULL,NULL,NULL,NULL
422,1,19,Ambugaon,NULL,NULL,NULL,NULL,NULL,NULL,NULL
423,1,19,Atnamguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
424,1,19,"Bandal Nagpur",NULL,NULL,NULL,NULL,NULL,NULL,NULL
425,1,19,Ghotkuri,NULL,NULL,NULL,NULL,NULL,NULL,NULL
426,1,19,Girigaon,NULL,NULL,NULL,NULL,NULL,NULL,NULL
427,1,19,Hasnapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
428,1,19,Jamidi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,1,19,Khapperla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
430,1,19,Leemguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
431,1,19,Palodi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
432,1,19,Ponnari,NULL,NULL,NULL,NULL,NULL,NULL,NULL
433,1,19,Sawargaon,NULL,NULL,NULL,NULL,NULL,NULL,NULL
434,1,19,"Tamsi (B)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
435,1,19,Waddadi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
436,1,20,Babapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
437,1,20,Birsaipet,NULL,NULL,NULL,NULL,NULL,NULL,NULL
438,1,20,Chandur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
439,1,20,Cheruvuguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
440,1,20,Chinthakarra,NULL,NULL,NULL,NULL,NULL,NULL,NULL
441,1,20,Danthanpalle,NULL,NULL,NULL,NULL,NULL,NULL,NULL
442,1,20,Dongachintha,NULL,NULL,NULL,NULL,NULL,NULL,NULL
443,1,20,Gangapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
444,1,20,Ghanpur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,1,20,Gonduguda-G,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,1,20,Hasnapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,1,20,Heerapur-J,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,1,20,Jaitharamthanda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,1,20,Jamalthanda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450,1,20,Kamaipet,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,1,20,Kannapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
452,1,20,Kummarithanda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
453,1,20,Lakkaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454,1,20,Luxettipet,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,1,20,Marugudam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456,1,20,Mathadiguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,1,20,Naddamguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
458,1,20,Nagapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459,1,20,"Narsapur (B)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
460,1,20,Narsapur-J,NULL,NULL,NULL,NULL,NULL,NULL,NULL
461,1,20,Pulimadgu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
462,1,20,Sakera-B,NULL,NULL,NULL,NULL,NULL,NULL,NULL
463,1,20,"Salewada (B)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
464,1,20,"Salewada (K)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
465,1,20,Shampur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
466,1,20,Shyamnaikthanda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
467,1,20,Takkuguda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
468,1,20,Thandra,NULL,NULL,NULL,NULL,NULL,NULL,NULL
469,1,20,Umri,NULL,NULL,NULL,NULL,NULL,NULL,NULL
470,1,20,Utnur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
471,1,20,Wadgalpur-K,NULL,NULL,NULL,NULL,NULL,NULL,NULL
472,1,20,"X-Road (Lingoji Thanda)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
473,1,20,Yenda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
474,1,21,"Adilabad (U) ",NULL,NULL,NULL,NULL,NULL,NULL,NULL
475,2,22,Adaviramaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
476,2,22,Allapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
477,2,22,Ananthogu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
478,2,22,Bodaikunta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
479,2,22,Dongathogu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
480,2,22,Markodu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
481,2,22,Nadimigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
482,2,22,Pathuru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
483,2,22,"Pedda Venkatapuram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
484,2,22,Raghavapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
485,2,22,Ramanujagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
486,2,22,Rayapadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
487,2,23,Abbugudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
488,2,23,Annapureddipalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,2,23,Bheemunigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490,2,23,Gumpena,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491,2,23,Marrigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
492,2,23,Narsapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,2,23,Peddireddigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
494,2,23,Pentlam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
495,2,23,Thottipampu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,2,23,Vootupalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
497,2,24,Amerda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
498,2,24,Ammagaripalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,2,24,Anandapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
500,2,24,Aswapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
501,2,24,Battilagumpu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
502,2,24,"Chinthiryala Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
503,2,24,Chintriyala,NULL,NULL,NULL,NULL,NULL,NULL,NULL
504,2,24,Gollagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
505,2,24,Gondigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
506,2,24,"Gondigudem Kothuru",NULL,NULL,NULL,NULL,NULL,NULL,NULL
507,2,24,Jaggaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
508,2,24,Kalyanapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
509,2,24,Mallelamadugu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
510,2,24,Manobothulapadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
511,2,24,Mittagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
512,2,24,Mondikunta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
513,2,24,Nellipaka,NULL,NULL,NULL,NULL,NULL,NULL,NULL
514,2,24,Ramachandrapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
515,2,24,Sandralabodu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
516,2,24,Seetharampuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
517,2,24,Thummalacheruvu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
518,2,24,"Thurramvari Gudem",NULL,NULL,NULL,NULL,NULL,NULL,NULL
519,2,24,Venkatapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
520,2,24,Yalakalagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
521,2,25,Achuthapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
522,2,25,Anantharam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
523,2,25,Asupaka,NULL,NULL,NULL,NULL,NULL,NULL,NULL
524,2,25,Bachuvarigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
525,2,25,Dibbagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
526,2,25,Gandlagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
527,2,25,Gummadavalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
528,2,25,Jammigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
529,2,25,Kannaigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
530,2,25,Kavidigundla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
531,2,25,Kessappagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
532,2,25,"Kotha Mamillavari Gudem",NULL,NULL,NULL,NULL,NULL,NULL,NULL
533,2,25,"Koya Rangapuram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
534,2,25,Maddikonda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
535,2,25,Mallaigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
536,2,25,Moddulamada,NULL,NULL,NULL,NULL,NULL,NULL,NULL
537,2,25,Nandipadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
538,2,25,Naramvarigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
539,2,25,"Naramvarigudem Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
540,2,25,"Narayana Puram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
541,2,25,Ootlapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
542,2,25,"Patha Alligudem",NULL,NULL,NULL,NULL,NULL,NULL,NULL
543,2,25,Pathareddygudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
544,2,25,Ramannagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
545,2,25,Tirumalakunta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
546,2,25,Vedanthapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
547,2,25,Vinayakapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
548,2,26,Bhadrachalam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
549,2,27,Anjanapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
550,2,27,Burgampahad,NULL,NULL,NULL,NULL,NULL,NULL,NULL
551,2,27,Iravendi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
552,2,27,Koyagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
553,2,27,Krishnasagar,NULL,NULL,NULL,NULL,NULL,NULL,NULL
554,2,27,Lakshmipuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
555,2,27,"Morampalli Banjar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
556,2,27,"Mothepatti Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
557,2,27,Musalimadugu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
558,2,27,Nagineniprolu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
559,2,27,Nakiripeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
560,2,27,"Pinapaka Pattinagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
561,2,27,Sarapaka,NULL,NULL,NULL,NULL,NULL,NULL,NULL
562,2,27,Sompalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
563,2,27,Tekulacheruvu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
564,2,27,Thallagommuru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
565,2,27,Uppusaka,NULL,NULL,NULL,NULL,NULL,NULL,NULL
566,2,27,Vepalagadda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
567,2,28,Bendalapadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
568,2,28,Chandrugonda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
569,2,28,Dameracherla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
570,2,28,Ganugapadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
571,2,28,Gurramgudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
572,2,28,Maddukuru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
573,2,28,"Mangaiah Banjar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
574,2,28,Pokalagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
575,2,28,Ravikampadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
576,2,28,Repallevada,NULL,NULL,NULL,NULL,NULL,NULL,NULL
577,2,28,Seethaigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
578,2,28,Thungaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
579,2,28,Tippanapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
580,2,28,"Venkatya Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
581,2,29,Bodenelli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
582,2,29,C.Kathigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
583,2,29,Charla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
584,2,29,Chinnamidisileru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
585,2,29,Devarapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
586,2,29,Gommugudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
587,2,29,Gompalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
588,2,29,"Kaliveru Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL
589,2,29,Keswapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
590,2,29,"Kothapalli Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL
591,2,29,Koyyuru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
592,2,29,Kudunuru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
593,2,29,Kurnapally,NULL,NULL,NULL,NULL,NULL,NULL,NULL
594,2,29,"Laxmi Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
595,2,29,Lingapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
596,2,29,Mogallapally,NULL,NULL,NULL,NULL,NULL,NULL,NULL
597,2,29,Peddamidisileru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
598,2,29,Peddipalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
599,2,29,Puligundala,NULL,NULL,NULL,NULL,NULL,NULL,NULL
600,2,29,Pusuguppa,NULL,NULL,NULL,NULL,NULL,NULL,NULL
601,2,29,R.Kothagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
602,2,29,S.N.Puram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
603,2,29,Subbampeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
604,2,29,Tegada,NULL,NULL,NULL,NULL,NULL,NULL,NULL
605,2,29,Tippapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
606,2,29,Upparigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
607,2,30,3-Incline,NULL,NULL,NULL,NULL,NULL,NULL,NULL
608,2,30,"4 Incline",NULL,NULL,NULL,NULL,NULL,NULL,NULL
609,2,30,"Ambedkar Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
610,2,30,"Babu Camp",NULL,NULL,NULL,NULL,NULL,NULL,NULL
611,2,30,"Chunchupalle (PT)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
612,2,30,Dhanbad,NULL,NULL,NULL,NULL,NULL,NULL,NULL
613,2,30,Gowthampur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
614,2,30,"Nanda Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
615,2,30,"Nk Nagar (Badavath Thanda)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
616,2,30,Penagadapa,NULL,NULL,NULL,NULL,NULL,NULL,NULL
617,2,30,Penuballi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
618,2,30,"Prashant Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
619,2,30,"Ramanjaneya Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
620,2,30,Rampuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
621,2,30,Rudrampur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
622,2,30,"Venkatesh Khani",NULL,NULL,NULL,NULL,NULL,NULL,NULL
623,2,30,"Venkateshwara Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
624,2,30,"Vidyanagar Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
625,2,31,Akinepalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
626,2,31,Allipalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
627,2,31,Ankampalem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
628,2,31,Arlapenta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
629,2,31,Balarajugudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
630,2,31,Dammapeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
631,2,31,Gandugulapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
632,2,31,Ganeshpadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
633,2,31,Gunnepalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
634,2,31,Jaggaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
635,2,31,Jamedarbanjar,NULL,NULL,NULL,NULL,NULL,NULL,NULL
636,2,31,Kommugudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
637,2,31,Lingalapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
638,2,31,Malkaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
639,2,31,Mandalapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
640,2,31,Marappagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
641,2,31,Moddulagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
642,2,31,Mondivarre,NULL,NULL,NULL,NULL,NULL,NULL,NULL
643,2,31,Mustibanda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
644,2,31,Nacharam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645,2,31,Nagupalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
646,2,31,Parkalagandi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
647,2,31,Patwarigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
648,2,31,Peddagollagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
649,2,31,Pusukunta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
650,2,31,"Rachurupalli Hqrs Lachapuram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
651,2,31,Seetarampuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
652,2,31,Srirampuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
653,2,31,Thatisubbannagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
654,2,31,Thottipumpu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
655,2,31,Vadlagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
656,2,32,Achuthapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
657,2,32,Anjupaka,NULL,NULL,NULL,NULL,NULL,NULL,NULL
658,2,32,Arlagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
659,2,32,"B Kothagudem",NULL,NULL,NULL,NULL,NULL,NULL,NULL
660,2,32,Battigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
661,2,32,"China Nallaballi",NULL,NULL,NULL,NULL,NULL,NULL,NULL
662,2,32,"Chinna Bandirevu",NULL,NULL,NULL,NULL,NULL,NULL,NULL
663,2,32,Chintaguppa,NULL,NULL,NULL,NULL,NULL,NULL,NULL
664,2,32,Dabbanuthala,NULL,NULL,NULL,NULL,NULL,NULL,NULL
665,2,32,Dummugudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
666,2,32,Gangolu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
667,2,32,Gowraram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
668,2,32,Kasinagaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
669,2,32,"Kotha Danthem",NULL,NULL,NULL,NULL,NULL,NULL,NULL
670,2,32,Kothapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
671,2,32,Kothuru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
672,2,32,"Koya Narsapuram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
673,2,32,Lachigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
674,2,32,Laxminagaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
675,2,32,Mahadevapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
676,2,32,Maraigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
677,2,32,Mulkapadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
678,2,32,Nadikudi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
679,2,32,"Narayanarao Peta",NULL,NULL,NULL,NULL,NULL,NULL,NULL
680,2,32,Narsapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
681,2,32,Paidigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
682,2,32,Parnasala,NULL,NULL,NULL,NULL,NULL,NULL,NULL
683,2,32,"Patha Maredubaka",NULL,NULL,NULL,NULL,NULL,NULL,NULL
