ID,DistNo,MandalNo,VillageName,ass_nm,parl_nm,dist_nm,mandal_nm,ac_code,pc_code,cluster_id
684,2,32,Pedakamalapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
685,2,32,Pedanallaballi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
686,2,32,Pragallapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
687,2,32,Ramachandrunipeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
688,2,32,Ramaraopeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
689,2,32,Singavaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
690,2,32,Subbaraopeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
691,2,32,Turubaka,NULL,NULL,NULL,NULL,NULL,NULL,NULL
692,2,32,"Work Land Reguballe",NULL,NULL,NULL,NULL,NULL,NULL,NULL
693,2,33,Damarathogu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
694,2,33,Gundala,NULL,NULL,NULL,NULL,NULL,NULL,NULL
695,2,33,Kachinapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
696,2,33,Lingagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
697,2,33,Mamakannu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
698,2,33,Muthapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
699,2,33,Padugonigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
700,2,33,Rollagadda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
701,2,33,Sayannapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
702,2,33,Settipalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
703,2,33,Shambunigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
704,2,34,Anantharam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
705,2,34,Annarupadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
706,2,34,Bethalampadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
707,2,34,"Bojya Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
708,2,34,"Chintala Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
709,2,34,"Gandhi Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
710,2,34,Gundepudi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
711,2,34,Gundlarevu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
712,2,34,"Guravagu Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
713,2,34,Julurpad,NULL,NULL,NULL,NULL,NULL,NULL,NULL
714,2,34,Kakarla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
715,2,34,Karivarigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
716,2,34,Kommugudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
717,2,34,Kothuru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
718,2,34,Machinenipeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
719,2,34,"Machinenipeta Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
720,2,34,Nallabandabodu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
721,2,34,"Padamati Narsapuram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
722,2,34,Papakollu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
723,2,34,"Sairam Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
724,2,34,Sambunigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
725,2,34,Suraram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
726,2,34,Vengannapalem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
727,2,34,"Vinobha Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
728,2,35,Anantharam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
729,2,35,Battupalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
730,2,35,Chirramalla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
731,2,35,Chooppala,NULL,NULL,NULL,NULL,NULL,NULL,NULL
732,2,35,Kannaigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
733,2,35,Karakagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
734,2,35,Kothagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
735,2,35,"Padma Puram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
736,2,35,Raghunadhapalem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
737,2,35,Regalla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
738,2,35,"Samath Mothe",NULL,NULL,NULL,NULL,NULL,NULL,NULL
739,2,35,Samathbattupalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
740,2,35,Thatigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
741,2,35,Thummalagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
742,2,35,Vattamvarigumpu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
743,2,35,Venkatapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
744,2,36,Anisettipalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
745,2,36,"Ashok Nagar Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
746,2,36,"Bangaru Chelka",NULL,NULL,NULL,NULL,NULL,NULL,NULL
747,2,36,"Bavoji Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
748,2,36,Bojjalagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
749,2,36,"Chatakonda (R)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
750,2,36,"Dudya Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
751,2,36,Edurugadda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
752,2,36,Gaddigutta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
753,2,36,Gattumalla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
754,2,36,"Hamali Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
755,2,36,"Hariya Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
756,2,36,Hemachandrapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
757,2,36,Karukonda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
758,2,36,"Kotha Chinthakunta",NULL,NULL,NULL,NULL,NULL,NULL,NULL
759,2,36,"Lal Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
760,2,36,Laxmidevipalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
761,2,36,Laxmipuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
762,2,36,Lothuvagu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
763,2,36,Mylaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
764,2,36,Prashantnagar,NULL,NULL,NULL,NULL,NULL,NULL,NULL
765,2,36,Punukuduchelka,NULL,NULL,NULL,NULL,NULL,NULL,NULL
766,2,36,Regalla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
767,2,36,"Regallapadu Thanda (Pedda Thanda)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
768,2,36,"Sanjay Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
769,2,36,Sativarigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
770,2,36,Seetharampuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
771,2,36,"Sheshagiri Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
772,2,36,"Srinagar Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
773,2,36,"Telaga Ramavaram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
774,2,36,Vepalagadda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
775,2,37,"Bugga (Hill Area)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
776,2,37,Dammakapeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
777,2,37,"Gutta Mallaram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
778,2,37,"Ippala Singaram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
779,2,37,"Kattu Mallaram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
780,2,37,Kunavaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
781,2,37,"Lanka Mallaram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
782,2,37,"Muthyalamma Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
783,2,37,Pagideru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
784,2,37,Ramanujavaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
785,2,37,Sambaigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
786,2,37,Samithsingaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
787,2,37,Thirlapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
788,2,37,Thoggudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
789,2,38,Chaparalapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
790,2,38,Chowtigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
791,2,38,Guttagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
792,2,38,Jagannadhapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
793,2,38,Kamalapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
794,2,38,Madaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
795,2,38,Mookamamidi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
796,2,38,Mulakalapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
797,2,38,Mutyalampadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
798,2,38,"Patha Gangaram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,2,38,"Patha Gundalapadu",NULL,NULL,NULL,NULL,NULL,NULL,NULL
800,2,38,Pogallapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
801,2,38,Pusugudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
802,2,38,Rachannagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803,2,38,Ramachandrapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,2,38,Seethaigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
805,2,38,Seetharampuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
806,2,38,Tallapai,NULL,NULL,NULL,NULL,NULL,NULL,NULL
807,2,38,Thimmampeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
808,2,38,"VK Ramavaram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
809,2,39,Bandrugonda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
810,2,39,Banjara,NULL,NULL,NULL,NULL,NULL,NULL,NULL
811,2,39,"Basavatharaka Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
812,2,39,"Bikku Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
813,2,39,Chandralagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
814,2,39,Danthelaboru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
815,2,39,Jagannadhapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
816,2,39,Karegattu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
817,2,39,Kesavapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
818,2,39,Kinnerasani,NULL,NULL,NULL,NULL,NULL,NULL,NULL
819,2,39,Kodipunjulavagu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
820,2,39,"Kotha Suraram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
821,2,39,"Laxmidevipalli (L)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
822,2,39,"Laxmidevipalli (U)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
823,2,39,Mallaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
824,2,39,Mandarikalapadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
825,2,39,Nagaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
826,2,39,"Nagaram Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
827,2,39,"Narayanaraopeta Sc Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
828,2,39,Pandurangapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
829,2,39,"Pandurangapuram Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
830,2,39,"Payakari Yanambylu",NULL,NULL,NULL,NULL,NULL,NULL,NULL
831,2,39,"Prabhat Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
832,2,39,Punukula,NULL,NULL,NULL,NULL,NULL,NULL,NULL
833,2,39,Rangapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
834,2,39,Regulagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
835,2,39,Sangam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
836,2,39,Sathyanarayanapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
837,2,39,"SC Colony Dantelabora",NULL,NULL,NULL,NULL,NULL,NULL,NULL
838,2,39,Somulagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
839,2,39,Suraram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
840,2,39,"Thaviselagudem Kothapeta",NULL,NULL,NULL,NULL,NULL,NULL,NULL
841,2,39,Thogudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
842,2,39,Vulvanoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL
843,2,39,Yanambailu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
844,2,39,"Yellandulapadu Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
845,2,40,Amararam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
846,2,40,Bhupalapatnam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
847,2,40,Botigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
848,2,40,Chegarsala,NULL,NULL,NULL,NULL,NULL,NULL,NULL
849,2,40,Duginepalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
850,2,40,E.Bayyaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
851,2,40,Elchireddipally,NULL,NULL,NULL,NULL,NULL,NULL,NULL
852,2,40,Gaddampalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
853,2,40,Jaggaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
854,2,40,Janampeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
855,2,40,Kistapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
856,2,40,Mallaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
857,2,40,Pandurangapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
858,2,40,Pathareddipalem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
859,2,40,Pinapaka,NULL,NULL,NULL,NULL,NULL,NULL,NULL
860,2,40,Potlapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
861,2,40,Seethampeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
862,2,40,Seetharampuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
863,2,40,Singireddipalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
864,2,40,Thoggudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
865,2,40,"Thondapuri Kothagudem",NULL,NULL,NULL,NULL,NULL,NULL,NULL
866,2,40,Uppaka,NULL,NULL,NULL,NULL,NULL,NULL,NULL
867,2,40,Venkatraopeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
868,2,41,"2-Incline (HQ)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
869,2,41,"Bethampudi Rly Station",NULL,NULL,NULL,NULL,NULL,NULL,NULL
870,2,41,Gareebpeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
871,2,41,"Jamlathanda (Bethampudi)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
872,2,41,Koyagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
873,2,41,"Malagudem (Mala Banjara)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
874,2,41,"New Anjanapuram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
875,2,41,"Old Anjanapuram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
876,2,41,Raghavapuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
877,2,41,Sarvaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
878,2,41,Seetampeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
879,2,41,"Seethampeta Banjara",NULL,NULL,NULL,NULL,NULL,NULL,NULL
880,2,41,Singabhupalem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
881,2,42,"9th Mile Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
882,2,42,Barlagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
883,2,42,Bethampudi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
884,2,42,"Billudu Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
885,2,42,"Boddu Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
886,2,42,Bodu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
887,2,42,"Chandru Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
888,2,42,"Chintal Lanka",NULL,NULL,NULL,NULL,NULL,NULL,NULL
889,2,42,"Chinthoni Chelka",NULL,NULL,NULL,NULL,NULL,NULL,NULL
890,2,42,"Chukkala Bodu",NULL,NULL,NULL,NULL,NULL,NULL,NULL
891,2,42,"Dasu Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
892,2,42,Gangaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
893,2,42,Gollapalle,NULL,NULL,NULL,NULL,NULL,NULL,NULL
894,2,42,"Golya Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
895,2,42,Kistaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
896,2,42,Koppurai,NULL,NULL,NULL,NULL,NULL,NULL,NULL
897,2,42,"Kotha Thanda (G)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,2,42,"Kotha Thanda (P)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
899,2,42,Koyagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900,2,42,Kuntala,NULL,NULL,NULL,NULL,NULL,NULL,NULL
901,2,42,Lachagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
902,2,42,"Madras Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
903,2,42,Mellamadugu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
904,2,42,Mokkampadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905,2,42,"Mutyalampadu X Road",NULL,NULL,NULL,NULL,NULL,NULL,NULL
906,2,42,Pegallapadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
907,2,42,"Petram Chelka",NULL,NULL,NULL,NULL,NULL,NULL,NULL
908,2,42,"Ram Puram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
909,2,42,Ramchandrunipeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
910,2,42,Rollapadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
911,2,42,Sambunigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
912,2,42,Sulanagar,NULL,NULL,NULL,NULL,NULL,NULL,NULL
913,2,42,Tekulapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
914,2,42,Thadikalapudi,NULL,NULL,NULL,NULL,NULL,NULL,NULL
915,2,42,"Thavurya Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
916,2,42,Yerraigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
917,2,43,"Balaji Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
918,2,43,"Boi Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
919,2,43,Bojjaigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
920,2,43,"Challa Samudram",NULL,NULL,NULL,NULL,NULL,NULL,NULL
921,2,43,"CSP Basthi",NULL,NULL,NULL,NULL,NULL,NULL,NULL
922,2,43,Dhaniyalapadu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
923,2,43,"Indira Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
924,2,43,Komararam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
925,2,43,Kommugudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
926,2,43,Lachagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
927,2,43,Mamidigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
928,2,43,Mamidigundala,NULL,NULL,NULL,NULL,NULL,NULL,NULL
929,2,43,Manikyaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
930,2,43,Marrigudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
931,2,43,Masivagu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
932,2,43,Mittapally,NULL,NULL,NULL,NULL,NULL,NULL,NULL
933,2,43,Mondithogu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
934,2,43,Mutharapukatta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
935,2,43,"Pocharam Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
936,2,43,Polaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
937,2,43,Pubelly,NULL,NULL,NULL,NULL,NULL,NULL,NULL
938,2,43,Raghaboinagudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
939,2,43,Repallewada,NULL,NULL,NULL,NULL,NULL,NULL,NULL
940,2,43,Rompaid,NULL,NULL,NULL,NULL,NULL,NULL,NULL
941,2,43,Subashnagar,NULL,NULL,NULL,NULL,NULL,NULL,NULL
942,2,43,Sudimalla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
943,2,43,"Thilak Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
944,2,43,"Vijaylaxmi Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
945,2,43,Voddugudem,NULL,NULL,NULL,NULL,NULL,NULL,NULL
946,2,44,"Yellandu (U)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
947,2,45,"Manuguru (U)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
948,2,46,"Kothagudem (MC)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
949,3,47,Agrampahad,NULL,NULL,NULL,NULL,NULL,NULL,NULL
950,3,47,Akkampet,NULL,NULL,NULL,NULL,NULL,NULL,NULL
951,3,47,Atmakur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
952,3,47,Choudlapalle,NULL,NULL,NULL,NULL,NULL,NULL,NULL
953,3,47,Gudepahad,NULL,NULL,NULL,NULL,NULL,NULL,NULL
954,3,47,"House Buzurg",NULL,NULL,NULL,NULL,NULL,NULL,NULL
955,3,47,Kamaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
956,3,47,Katakshapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
957,3,47,Kothagattu,NULL,NULL,NULL,NULL,NULL,NULL,NULL
958,3,47,"Lingamadugu Pally",NULL,NULL,NULL,NULL,NULL,NULL,NULL
959,3,47,Malakpet,NULL,NULL,NULL,NULL,NULL,NULL,NULL
960,3,47,Nagaiahpally,NULL,NULL,NULL,NULL,NULL,NULL,NULL
961,3,47,Neerukulla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
962,3,47,Peddapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
963,3,47,Penchikalapeta,NULL,NULL,NULL,NULL,NULL,NULL,NULL
964,3,47,Thirmalagiri,NULL,NULL,NULL,NULL,NULL,NULL,NULL
965,3,48,Bheemdevarapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
966,3,48,Bollonipalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
967,3,48,Chantaiahpally,NULL,NULL,NULL,NULL,NULL,NULL,NULL
968,3,48,Dharmaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
969,3,48,Erabelli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
970,3,48,"Gandhi Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
971,3,48,Gatlanarsingapoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL
972,3,48,Gollapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
973,3,48,Koppur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
974,3,48,Kothakonda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
975,3,48,Kothapalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
976,3,48,Mallaram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
977,3,48,Manikyapoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL
978,3,48,Mulkanoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL
979,3,48,Mustafapoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL
980,3,48,Mutharam,NULL,NULL,NULL,NULL,NULL,NULL,NULL
981,3,48,Ramnagar,NULL,NULL,NULL,NULL,NULL,NULL,NULL
982,3,48,Rangaiahpalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
983,3,48,Rasoolpalli,NULL,NULL,NULL,NULL,NULL,NULL,NULL
984,3,48,Rathnagiri,NULL,NULL,NULL,NULL,NULL,NULL,NULL
985,3,48,Sainagar,NULL,NULL,NULL,NULL,NULL,NULL,NULL
986,3,48,Vangara,NULL,NULL,NULL,NULL,NULL,NULL,NULL
987,3,48,"Veerabhadra Nagar",NULL,NULL,NULL,NULL,NULL,NULL,NULL
988,3,48,"Veerlagadda Thanda",NULL,NULL,NULL,NULL,NULL,NULL,NULL
989,3,48,"Viswanadha Colony",NULL,NULL,NULL,NULL,NULL,NULL,NULL
990,3,49,Damera,NULL,NULL,NULL,NULL,NULL,NULL,NULL
991,3,49,Dammannapet,NULL,NULL,NULL,NULL,NULL,NULL,NULL
992,3,49,Durgampet,NULL,NULL,NULL,NULL,NULL,NULL,NULL
993,3,49,Kogilvai,NULL,NULL,NULL,NULL,NULL,NULL,NULL
994,3,49,Lyadalla,NULL,NULL,NULL,NULL,NULL,NULL,NULL
995,3,49,Mustyalapalle,NULL,NULL,NULL,NULL,NULL,NULL,NULL
996,3,49,Oblapur,NULL,NULL,NULL,NULL,NULL,NULL,NULL
997,3,49,Oorugonda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
998,3,49,Pasaragonda,NULL,NULL,NULL,NULL,NULL,NULL,NULL
999,3,49,Pulkurthy,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1000,3,49,Seetharampuram,NULL,NULL,NULL,NULL,NULL,NULL,NULL
